Neon + Tile test f32: Loop-5, M-128, P-128, N-128
Correct
  Ti   Tj   Tk   Time
  56   96   32   0.0017529 recorded
  56   96   48   0.00221682
  56   96   64   0.00256333
  56   96   80   0.00251739
  56   96   96   0.00258914
  56   96  112   0.00273707
  56   96  128   0.00279119
  56  112    0   0.0028107
  56  112   16   0.00237475
  56  112   32   0.00179221
  56  112   48   0.00227759
  56  112   64   0.00315877
  56  112   80   0.00259991
  56  112   96   0.00264108
  56  112  112   0.00280859
  56  112  128   0.0028018
  56  128    0   0.00278074
  56  128   16   0.00174527 recorded
  56  128   32   0.00171348 recorded
  56  128   48   0.00217547
  56  128   64   0.0025481
  56  128   80   0.00248219
  56  128   96   0.00256564
  56  128  112   0.00272436
  56  128  128   0.00277197
  60   16    0   0.00281565
  60   16   16   0.00201968
  60   16   32   0.00190823
  60   16   48   0.00234296
  60   16   64   0.00266305
  60   16   80   0.00263155
  60   16   96   0.00269136
  60   16  112   0.00283628
  60   16  128   0.00285555
  60   32    0   0.00279382
  60   32   16   0.00186319
  60   32   32   0.00182462
  60   32   48   0.00226769
  60   32   64   0.00261447
  60   32   80   0.00255937
  60   32   96   0.00262895
  60   32  112   0.00277749
  60   32  128   0.00281405
  60   48    0   0.00278497
  60   48   16   0.00183404
  60   48   32   0.00178404
  60   48   48   0.00224355
  60   48   64   0.00258427
  60   48   80   0.00253968
  60   48   96   0.00260824
  60   48  112   0.00275655
  60   48  128   0.00280199
  60   64    0   0.00278447
  60   64   16   0.00180915
  60   64   32   0.00175817 recorded
  60   64   48   0.00221036
  60   64   64   0.00256352
  60   64   80   0.00251506
  60   64   96   0.00258295
  60   64  112   0.0027422
  60   64  128   0.00279013
  60   80    0   0.00277897
  60   80   16   0.00180319
  60   80   32   0.00174977 recorded
  60   80   48   0.00221369
  60   80   64   0.00255952
  60   80   80   0.00251533
  60   80   96   0.00258583
  60   80  112   0.00273705
  60   80  128   0.00278874
  60   96    0   0.00278443
  60   96   16   0.00179902
  60   96   32   0.00175744 recorded
  60   96   48   0.00221311
  60   96   64   0.00257547
  60   96   80   0.00251533
  60   96   96   0.00259014
  60   96  112   0.00274382
  60   96  128   0.0027884
  60  112    0   0.00278588
  60  112   16   0.00180573
  60  112   32   0.00174915 recorded
  60  112   48   0.00221409
  60  112   64   0.00255656
  60  112   80   0.00251895
  60  112   96   0.00258991
  60  112  112   0.0027408
  60  112  128   0.00279222
  60  128    0   0.0027782
  60  128   16   0.00174446 recorded
  60  128   32   0.00170657 recorded
  60  128   48   0.00217468
  60  128   64   0.00253379
  60  128   80   0.002483
  60  128   96   0.00256264
  60  128  112   0.00271878
  60  128  128   0.0027722
  64   16    0   0.00281688
  64   16   16   0.00202689
  64   16   32   0.00189833
  64   16   48   0.00233998
  64   16   64   0.0026941
  64   16   80   0.00263168
  64   16   96   0.00269212
  64   16  112   0.00283871
  64   16  128   0.00285707
  64   32    0   0.0027944
  64   32   16   0.00186594
  64   32   32   0.00181506
  64   32   48   0.00226548
  64   32   64   0.00261129
  64   32   80   0.00255541
  64   32   96   0.00262441
  64   32  112   0.00277738
  64   32  128   0.00281524
  64   48    0   0.00278553
  64   48   16   0.00183202
  64   48   32   0.00177465
  64   48   48   0.00224051
  64   48   64   0.00263489
  64   48   80   0.00255166
  64   48   96   0.00260933
  64   48  112   0.00275574
  64   48  128   0.00280442
  64   64    0   0.00278384
  64   64   16   0.0018064
  64   64   32   0.00174871 recorded
  64   64   48   0.00220534
  64   64   64   0.00256075
  64   64   80   0.00250927
  64   64   96   0.00257804
  64   64  112   0.00273972
  64   64  128   0.00278636
  64   80    0   0.00277761
  64   80   16   0.00180058
  64   80   32   0.00173975 recorded
  64   80   48   0.0022083
  64   80   64   0.00256289
  64   80   80   0.00250906
  64   80   96   0.00258033
  64   80  112   0.00273528
  64   80  128   0.00278824
  64   96    0   0.00278132
  64   96   16   0.00179631
  64   96   32   0.00174606 recorded
  64   96   48   0.00220778
  64   96   64   0.00257079
  64   96   80   0.00250843
  64   96   96   0.00258606
  64   96  112   0.00274191
  64   96  128   0.00278613
  64  112    0   0.00278232
  64  112   16   0.00180279
  64  112   32   0.00173894 recorded
  64  112   48   0.00220757
  64  112   64   0.00255091
  64  112   80   0.00251156
  64  112   96   0.00258326
  64  112  112   0.00274178
  64  112  128   0.00278961
  64  128    0   0.00277507
  64  128   16   0.00174167 recorded
  64  128   32   0.00169934 recorded
  64  128   48   0.00217291
  64  128   64   0.002529
  64  128   80   0.00247642
  64  128   96   0.00255729
  64  128  112   0.00271601
  64  128  128   0.00277022
  68   16    0   0.00281528
  68   16   16   0.00201679
  68   16   32   0.00189977
  68   16   48   0.00233819
  68   16   64   0.00269078
  68   16   80   0.00262053
  68   16   96   0.00268905
  68   16  112   0.00283674
  68   16  128   0.00285557
  68   32    0   0.00279282
  68   32   16   0.00186123
  68   32   32   0.00181271
  68   32   48   0.00226144
  68   32   64   0.00260881
  68   32   80   0.00255
  68   32   96   0.00262514
  68   32  112   0.00280053
  68   32  128   0.00295813
  68   48    0   0.00278341
  68   48   16   0.00182958
  68   48   32   0.00177288
  68   48   48   0.00223963
  68   48   64   0.00258031
  68   48   80   0.00253462
  68   48   96   0.0026027
  68   48  112   0.00275557
  68   48  128   0.00280105
  68   64    0   0.00278526
  68   64   16   0.00180431
  68   64   32   0.00175021 recorded
  68   64   48   0.00220588
  68   64   64   0.00256008
  68   64   80   0.0025066
  68   64   96   0.0025812
  68   64  112   0.00274093
  68   64  128   0.00278393
  68   80    0   0.00278165
  68   80   16   0.00179911
  68   80   32   0.00173967 recorded
  68   80   48   0.00220753
  68   80   64   0.00255481
  68   80   80   0.00250925
  68   80   96   0.0025811
  68   80  112   0.00273534
  68   80  128   0.00278801
  68   96    0   0.00277795
  68   96   16   0.00179442
  68   96   32   0.00174604 recorded
  68   96   48   0.00220646
  68   96   64   0.00256281
  68   96   80   0.00250869
  68   96   96   0.00258595
  68   96  112   0.00274109
  68   96  128   0.00278659
  68  112    0   0.00278178
  68  112   16   0.00180254
  68  112   32   0.00173867 recorded
  68  112   48   0.00220726
  68  112   64   0.00255062
  68  112   80   0.00251146
  68  112   96   0.00258329
  68  112  112   0.00274238
  68  112  128   0.00278857
  68  128    0   0.00277457
  68  128   16   0.00174013 recorded
  68  128   32   0.00169848 recorded
  68  128   48   0.00217317
  68  128   64   0.00253108
  68  128   80   0.00247708
  68  128   96   0.00255802
  68  128  112   0.00271218
  68  128  128   0.00277313
  72   16    0   0.00281446
  72   16   16   0.00201597
  72   16   32   0.00190233
  72   16   48   0.00233342
  72   16   64   0.00266212
  72   16   80   0.00262085
  72   16   96   0.00268499
  72   16  112   0.00283944
  72   16  128   0.00285605
  72   32    0   0.00279182
  72   32   16   0.00186077
  72   32   32   0.00181504
  72   32   48   0.00226251
  72   32   64   0.00261018
  72   32   80   0.00254848
  72   32   96   0.00262554
  72   32  112   0.00277588
  72   32  128   0.00281055
  72   48    0   0.00278793
  72   48   16   0.00182767
  72   48   32   0.00177346
  72   48   48   0.00223784
  72   48   64   0.00259183
  72   48   80   0.00253354
  72   48   96   0.0026031
  72   48  112   0.00275434
  72   48  128   0.00280249
  72   64    0   0.00278447
  72   64   16   0.00180463
  72   64   32   0.00174952 recorded
  72   64   48   0.00220465
  72   64   64   0.00256041
  72   64   80   0.00250668
  72   64   96   0.00258197
  72   64  112   0.00273966
  72   64  128   0.00278478
  72   80    0   0.00278263
  72   80   16   0.00179981
  72   80   32   0.00174086 recorded
  72   80   48   0.00220965
  72   80   64   0.00255668
  72   80   80   0.00251018
  72   80   96   0.00257739
  72   80  112   0.00273924
  72   80  128   0.00278903
  72   96    0   0.00277892
  72   96   16   0.00179506
  72   96   32   0.00174336 recorded
  72   96   48   0.00221122
  72   96   64   0.00256337
  72   96   80   0.00250868
  72   96   96   0.00258587
  72   96  112   0.00274168
  72   96  128   0.0027868
  72  112    0   0.00278247
  72  112   16   0.00179725
  72  112   32   0.00174369 recorded
  72  112   48   0.00220395
  72  112   64   0.00256375
  72  112   80   0.00251298
  72  112   96   0.00258243
  72  112  112   0.00274128
  72  112  128   0.00278957
  72  128    0   0.00277105
  72  128   16   0.00174457 recorded
  72  128   32   0.00170007 recorded
  72  128   48   0.00217291
  72  128   64   0.00252689
  72  128   80   0.00248046
  72  128   96   0.00255822
  72  128  112   0.0027127
  72  128  128   0.00277399
  76   16    0   0.00282819
  76   16   16   0.00203214
  76   16   32   0.00191154
  76   16   48   0.00234073
  76   16   64   0.00270259
  76   16   80   0.00263285
  76   16   96   0.0026913
  76   16  112   0.00284586
  76   16  128   0.00286126
  76   32    0   0.00279299
  76   32   16   0.00186773
  76   32   32   0.00181352
  76   32   48   0.00227063
  76   32   64   0.00261203
  76   32   80   0.00255208
  76   32   96   0.00263112
  76   32  112   0.00277826
  76   32  128   0.0028114
  76   48    0   0.00278655
  76   48   16   0.00183221
  76   48   32   0.00177575
  76   48   48   0.00223861
  76   48   64   0.00258166
  76   48   80   0.00253518
  76   48   96   0.0026001
  76   48  112   0.00275918
  76   48  128   0.00280159
  76   64    0   0.00278413
  76   64   16   0.00181163
  76   64   32   0.00174596 recorded
  76   64   48   0.00221115
  76   64   64   0.00256285
  76   64   80   0.00250694
  76   64   96   0.00258285
  76   64  112   0.00274172
  76   64  128   0.00278453
  76   80    0   0.00278047
  76   80   16   0.00179865
  76   80   32   0.00174609 recorded
  76   80   48   0.00220578
  76   80   64   0.0025632
  76   80   80   0.00251039
  76   80   96   0.00257689
  76   80  112   0.00273945
  76   80  128   0.0027889
  76   96    0   0.00277655
  76   96   16   0.00180106
  76   96   32   0.00174469 recorded
  76   96   48   0.00221069
  76   96   64   0.00256399
  76   96   80   0.00251031
  76   96   96   0.00258529
  76   96  112   0.00273736
  76   96  128   0.0027913
  76  112    0   0.00278067
  76  112   16   0.00180046
  76  112   32   0.00174448 recorded
  76  112   48   0.00220378
  76  112   64   0.00256491
  76  112   80   0.00251341
  76  112   96   0.00258222
  76  112  112   0.00274209
  76  112  128   0.0027887
  76  128    0   0.00276984
  76  128   16   0.00174592 recorded
  76  128   32   0.00169969 recorded
  76  128   48   0.00217334
  76  128   64   0.00253077
  76  128   80   0.00248129
  76  128   96   0.00255866
  76  128  112   0.00271203
  76  128  128   0.00277288
  80   16    0   0.00282474
  80   16   16   0.00205105
  80   16   32   0.00192073
  80   16   48   0.00234955
  80   16   64   0.00270022
  80   16   80   0.00264235
  80   16   96   0.00275607
  80   16  112   0.00285499
  80   16  128   0.00286517
  80   32    0   0.00278936
  80   32   16   0.0018796
  80   32   32   0.00181658
  80   32   48   0.00226951
  80   32   64   0.00261476
  80   32   80   0.00255414
  80   32   96   0.00262849
  80   32  112   0.00277878
  80   32  128   0.00281261
  80   48    0   0.00278699
  80   48   16   0.00183496
  80   48   32   0.00178123
  80   48   48   0.00223467
  80   48   64   0.00258564
  80   48   80   0.00253612
  80   48   96   0.00260037
  80   48  112   0.00275963
  80   48  128   0.00280284
  80   64    0   0.00278263
  80   64   16   0.00181187
  80   64   32   0.00174669 recorded
  80   64   48   0.00220893
  80   64   64   0.00255924
  80   64   80   0.00250744
  80   64   96   0.00258108
  80   64  112   0.00273968
  80   64  128   0.0027837
  80   80    0   0.00277974
  80   80   16   0.00180327
  80   80   32   0.00174638 recorded
  80   80   48   0.00220547
  80   80   64   0.00256022
  80   80   80   0.00251083
  80   80   96   0.00257647
  80   80  112   0.00273838
  80   80  128   0.00278824
  80   96    0   0.00277382
  80   96   16   0.00180604
  80   96   32   0.00174552 recorded
  80   96   48   0.00221147
  80   96   64   0.00256016
  80   96   80   0.00251412
  80   96   96   0.00258547
  80   96  112   0.00273853
  80   96  128   0.00279095
  80  112    0   0.00278109
  80  112   16   0.00180546
  80  112   32   0.00174488 recorded
  80  112   48   0.00220451
  80  112   64   0.00256481
  80  112   80   0.00251321
  80  112   96   0.00258326
  80  112  112   0.00274197
  80  112  128   0.00278961
  80  128    0   0.00277151
  80  128   16   0.00174796
  80  128   32   0.00170028 recorded
  80  128   48   0.00217405
  80  128   64   0.00252714
  80  128   80   0.0024811
  80  128   96   0.00255806
  80  128  112   0.00271241
  80  128  128   0.00277418
  84   16    0   0.00282809
  84   16   16   0.00205455
  84   16   32   0.00192256
  84   16   48   0.00235134
  84   16   64   0.00267939
  84   16   80   0.00264341
  84   16   96   0.00270224
  84   16  112   0.00285557
  84   16  128   0.0028669
  84   32    0   0.00279024
  84   32   16   0.00187975
  84   32   32   0.00181692
  84   32   48   0.00227032
  84   32   64   0.00261406
  84   32   80   0.0025542
  84   32   96   0.00262937
  84   32  112   0.00277913
  84   32  128   0.00281157
  84   48    0   0.00278757
  84   48   16   0.00183398
  84   48   32   0.00178165
  84   48   48   0.00223494
  84   48   64   0.00258729
  84   48   80   0.00253504
  84   48   96   0.00260037
  84   48  112   0.00275951
  84   48  128   0.00280276
  84   64    0   0.00278053
  84   64   16   0.00181369
  84   64   32   0.00174617 recorded
  84   64   48   0.00220992
  84   64   64   0.00256085
  84   64   80   0.00250646
  84   64   96   0.00258129
  84   64  112   0.00274534
  84   64  128   0.0027839
  84   80    0   0.00278288
  84   80   16   0.00180163
  84   80   32   0.00174686
  84   80   48   0.00220549
  84   80   64   0.00255902
  84   80   80   0.00251035
  84   80   96   0.00257664
  84   80  112   0.00273905
  84   80  128   0.0027882
  84   96    0   0.00277536
  84   96   16   0.00180488
  84   96   32   0.00174511 recorded
  84   96   48   0.00221047
  84   96   64   0.00256768
  84   96   80   0.00251298
  84   96   96   0.00258487
  84   96  112   0.00273672
  84   96  128   0.00278892
  84  112    0   0.00278186
  84  112   16   0.00180421
  84  112   32   0.00174477 recorded
  84  112   48   0.00220461
  84  112   64   0.00255487
  84  112   80   0.00251233
  84  112   96   0.00258302
  84  112  112   0.00274172
  84  112  128   0.00278963
  84  128    0   0.00277143
  84  128   16   0.001747
  84  128   32   0.00169986 recorded
  84  128   48   0.0021722
  84  128   64   0.00252627
  84  128   80   0.00248127
  84  128   96   0.00255812
  84  128  112   0.00271235
  84  128  128   0.00277286
  88   16    0   0.00283678
  88   16   16   0.00205707
  88   16   32   0.0019246
  88   16   48   0.00235221
  88   16   64   0.00268243
  88   16   80   0.00264616
  88   16   96   0.00270526
  88   16  112   0.00285897
  88   16  128   0.00286817
  88   32    0   0.00279095
  88   32   16   0.00188216
  88   32   32   0.00181665
  88   32   48   0.00226855
  88   32   64   0.00261508
  88   32   80   0.00255556
  88   32   96   0.00262991
  88   32  112   0.00278103
  88   32  128   0.00281417
  88   48    0   0.00278795
  88   48   16   0.00183487
  88   48   32   0.00178113
  88   48   48   0.00223355
  88   48   64   0.00258524
  88   48   80   0.00253606
  88   48   96   0.00260083
  88   48  112   0.00276047
  88   48  128   0.0028028
  88   64    0   0.00278199
  88   64   16   0.0018141
  88   64   32   0.00174598 recorded
  88   64   48   0.00220834
  88   64   64   0.00256731
  88   64   80   0.00250641
  88   64   96   0.00258195
  88   64  112   0.00273703
  88   64  128   0.00278753
  88   80    0   0.00278213
  88   80   16   0.00180275
  88   80   32   0.00174611
  88   80   48   0.00220426
  88   80   64   0.00255837
  88   80   80   0.00250956
  88   80   96   0.00257677
  88   80  112   0.00273928
  88   80  128   0.00278832
  88   96    0   0.00277536
  88   96   16   0.0018045
  88   96   32   0.00174444 recorded
  88   96   48   0.00221026
  88   96   64   0.00255945
  88   96   80   0.00251185
  88   96   96   0.00258593
  88   96  112   0.00273797
  88   96  128   0.00279113
  88  112    0   0.00278195
  88  112   16   0.00180415
  88  112   32   0.0017449 recorded
  88  112   48   0.0022038
  88  112   64   0.00255537
  88  112   80   0.0025085
  88  112   96   0.00258645
  88  112  112   0.00274149
  88  112  128   0.00279116
  88  128    0   0.0027713
  88  128   16   0.00174725
  88  128   32   0.00169938 recorded
  88  128   48   0.00217209
  88  128   64   0.00261106
  88  128   80   0.00248527
  88  128   96   0.00255827
  88  128  112   0.00271293
  88  128  128   0.00277413
  92   16    0   0.00282732
  92   16   16   0.00205783
  92   16   32   0.00192245
  92   16   48   0.00235017
  92   16   64   0.00271436
  92   16   80   0.00264491
  92   16   96   0.00270168
  92   16  112   0.00286223
  92   16  128   0.00286859
  92   32    0   0.00279003
  92   32   16   0.00188302
  92   32   32   0.00181456
  92   32   48   0.00226848
  92   32   64   0.00261447
  92   32   80   0.0025541
  92   32   96   0.00262976
  92   32  112   0.00277838
  92   32  128   0.00281099
  92   48    0   0.00278799
  92   48   16   0.00183742
  92   48   32   0.00177981
  92   48   48   0.00223369
  92   48   64   0.0025976
  92   48   80   0.00253608
  92   48   96   0.00260135
  92   48  112   0.00276003
  92   48  128   0.00280224
  92   64    0   0.0027808
  92   64   16   0.00181671
  92   64   32   0.00174446 recorded
  92   64   48   0.00220888
  92   64   64   0.00255904
  92   64   80   0.00250631
  92   64   96   0.00258252
  92   64  112   0.00273701
  92   64  128   0.00278767
  92   80    0   0.00278134
  92   80   16   0.00180415
  92   80   32   0.00174409 recorded
  92   80   48   0.00220372
  92   80   64   0.00255762
  92   80   80   0.00250995
  92   80   96   0.0025777
  92   80  112   0.00273924
  92   80  128   0.00278751
  92   96    0   0.00277563
  92   96   16   0.00180698
  92   96   32   0.00174359 recorded
  92   96   48   0.00220959
  92   96   64   0.00256606
  92   96   80   0.00251269
  92   96   96   0.00258531
  92   96  112   0.00273749
  92   96  128   0.00279013
  92  112    0   0.00278209
  92  112   16   0.00180679
  92  112   32   0.00174292 recorded
  92  112   48   0.00220267
  92  112   64   0.00256381
  92  112   80   0.00250902
  92  112   96   0.00258647
  92  112  112   0.00274143
  92  112  128   0.00278888
  92  128    0   0.00277155
  92  128   16   0.00174911
  92  128   32   0.00169775 recorded
  92  128   48   0.00217222
  92  128   64   0.00252695
  92  128   80   0.00248023
  92  128   96   0.00255781
  92  128  112   0.00271285
  92  128  128   0.00277372
  96   16    0   0.00282397
  96   16   16   0.00206043
  96   16   32   0.00191943
  96   16   48   0.00234661
  96   16   64   0.00267674
  96   16   80   0.00264153
  96   16   96   0.00269751
  96   16  112   0.00285403
  96   16  128   0.00286332
  96   32    0   0.00278947
  96   32   16   0.00188633
  96   32   32   0.00181531
  96   32   48   0.00226726
  96   32   64   0.00260862
  96   32   80   0.0025586
  96   32   96   0.00262862
  96   32  112   0.00277522
  96   32  128   0.00281722
  96   48    0   0.0027873
  96   48   16   0.00184129
  96   48   32   0.00178027
  96   48   48   0.00223303
  96   48   64   0.00258531
  96   48   80   0.00253714
  96   48   96   0.00260068
  96   48  112   0.00275853
  96   48  128   0.00280232
  96   64    0   0.00278028
  96   64   16   0.00182019
  96   64   32   0.001746
  96   64   48   0.00220865
  96   64   64   0.00255525
  96   64   80   0.00251179
  96   64   96   0.00258124
  96   64  112   0.00273653
  96   64  128   0.00278799
  96   80    0   0.00278272
  96   80   16   0.001808
  96   80   32   0.00174625
  96   80   48   0.00220505
  96   80   64   0.0025641
  96   80   80   0.00251083
  96   80   96   0.00257729
  96   80  112   0.00273826
  96   80  128   0.00278774
  96   96    0   0.00277555
  96   96   16   0.00181163
  96   96   32   0.00174473 recorded
  96   96   48   0.00220986
  96   96   64   0.00256629
  96   96   80   0.00251293
  96   96   96   0.00258589
  96   96  112   0.00273686
  96   96  128   0.00279032
  96  112    0   0.0027814
  96  112   16   0.00181004
  96  112   32   0.00174388 recorded
  96  112   48   0.0022029
  96  112   64   0.0025555
  96  112   80   0.00250943
  96  112   96   0.00258635
  96  112  112   0.00274134
  96  112  128   0.00278497
  96  128    0   0.00277476
  96  128   16   0.00175169
  96  128   32   0.00169988 recorded
  96  128   48   0.00217265
  96  128   64   0.00252504
  96  128   80   0.0024815
  96  128   96   0.00255456
  96  128  112   0.00271528
  96  128  128   0.00277297
 100   16    0   0.00281872
 100   16   16   0.0020513
 100   16   32   0.00190983
 100   16   48   0.00233752
 100   16   64   0.00266847
 100   16   80   0.00262947
 100   16   96   0.00269599
 100   16  112   0.00284817
 100   16  128   0.00286209
 100   32    0   0.0027887
 100   32   16   0.00188462
 100   32   32   0.00181217
 100   32   48   0.00226525
 100   32   64   0.00260701
 100   32   80   0.00255664
 100   32   96   0.00262712
 100   32  112   0.00277226
 100   32  128   0.0028153
 100   48    0   0.00278749
 100   48   16   0.00183875
 100   48   32   0.00177852
 100   48   48   0.00223136
 100   48   64   0.00258456
 100   48   80   0.00253404
 100   48   96   0.00259997
 100   48  112   0.00275786
 100   48  128   0.00280161
 100   64    0   0.00278138
 100   64   16   0.00182015
 100   64   32   0.00174469
 100   64   48   0.00220726
 100   64   64   0.00255472
 100   64   80   0.00251025
 100   64   96   0.00258145
 100   64  112   0.00273576
 100   64  128   0.00278751
 100   80    0   0.00278113
 100   80   16   0.00180715
 100   80   32   0.00174504
 100   80   48   0.00220307
 100   80   64   0.00255706
 100   80   80   0.00250637
 100   80   96   0.0025811
 100   80  112   0.00273841
 100   80  128   0.00278499
 100   96    0   0.00277911
 100   96   16   0.00181021
 100   96   32   0.00174359 recorded
 100   96   48   0.0022088
 100   96   64   0.00255818
 100   96   80   0.00251212
 100   96   96   0.00258483
 100   96  112   0.00273605
 100   96  128   0.00279097
 100  112    0   0.0027824
 100  112   16   0.00182556
 100  112   32   0.00174759
 100  112   48   0.00220259
 100  112   64   0.00255541
 100  112   80   0.00250835
 100  112   96   0.00258527
 100  112  112   0.00274107
 100  112  128   0.00278559
 100  128    0   0.00277547
 100  128   16   0.00175152
 100  128   32   0.00169907 recorded
 100  128   48   0.00216818
 100  128   64   0.00253025
 100  128   80   0.00248102
 100  128   96   0.00255356
 100  128  112   0.0027163
 100  128  128   0.00277322
 104   16    0   0.00281132
 104   16   16   0.00204799
 104   16   32   0.00190006
 104   16   48   0.00233238
 104   16   64   0.00266078
 104   16   80   0.00262099
 104   16   96   0.00268739
 104   16  112   0.00283965
 104   16  128   0.00284942
 104   32    0   0.0027922
 104   32   16   0.00188312
 104   32   32   0.00181104
 104   32   48   0.00226107
 104   32   64   0.00262103
 104   32   80   0.0025522
 104   32   96   0.00262366
 104   32  112   0.00276986
 104   32  128   0.00281326
 104   48    0   0.00278618
 104   48   16   0.00184106
 104   48   32   0.00177884
 104   48   48   0.00223024
 104   48   64   0.00259383
 104   48   80   0.00252931
 104   48   96   0.00260322
 104   48  112   0.00275666
 104   48  128   0.00280163
 104   64    0   0.00278134
 104   64   16   0.00182244
 104   64   32   0.00174634
 104   64   48   0.00220636
 104   64   64   0.00255527
 104   64   80   0.00251046
 104   64   96   0.00258174
 104   64  112   0.00273599
 104   64  128   0.00278776
 104   80    0   0.00278101
 104   80   16   0.00181058
 104   80   32   0.00174688
 104   80   48   0.00220197
 104   80   64   0.00255741
 104   80   80   0.00250608
 104   80   96   0.00258104
 104   80  112   0.00273916
 104   80  128   0.00278386
 104   96    0   0.00277938
 104   96   16   0.00181377
 104   96   32   0.00174559
 104   96   48   0.00220965
 104   96   64   0.00255781
 104   96   80   0.00251252
 104   96   96   0.00258193
 104   96  112   0.00274122
 104   96  128   0.00279036
 104  112    0   0.00278203
 104  112   16   0.00181292
 104  112   32   0.00174098 recorded
 104  112   48   0.00220503
 104  112   64   0.00255556
 104  112   80   0.00250756
 104  112   96   0.00258616
 104  112  112   0.00274143
 104  112  128   0.00278545
 104  128    0   0.00277832
 104  128   16   0.0017515
 104  128   32   0.00170348 recorded
 104  128   48   0.00216805
 104  128   64   0.00253043
 104  128   80   0.0024801
 104  128   96   0.00255416
 104  128  112   0.00271724
 104  128  128   0.00277322
 108   16    0   0.00281507
 108   16   16   0.00205691
 108   16   32   0.00190581
 108   16   48   0.00233644
 108   16   64   0.00266674
 108   16   80   0.00262853
 108   16   96   0.00269332
 108   16  112   0.00284434
 108   16  128   0.0028549
 108   32    0   0.00279345
 108   32   16   0.001886
 108   32   32   0.00181273
 108   32   48   0.0022629
 108   32   64   0.00260689
 108   32   80   0.002556
 108   32   96   0.00262408
 108   32  112   0.00277115
 108   32  128   0.0028144
 108   48    0   0.00278578
 108   48   16   0.00184162
 108   48   32   0.00177917
 108   48   48   0.00222996
 108   48   64   0.00258479
 108   48   80   0.0025312
 108   48   96   0.0026021
 108   48  112   0.00275724
 108   48  128   0.00279888
 108   64    0   0.00278226
 108   64   16   0.00182221
 108   64   32   0.00174613
 108   64   48   0.00220559
 108   64   64   0.00255652
 108   64   80   0.00251116
 108   64   96   0.00258179
 108   64  112   0.00273545
 108   64  128   0.00278826
 108   80    0   0.00278134
 108   80   16   0.0018105
 108   80   32   0.00174154 recorded
 108   80   48   0.00220582
 108   80   64   0.00255749
 108   80   80   0.00250692
 108   80   96   0.00257968
 108   80  112   0.00273836
 108   80  128   0.0027838
 108   96    0   0.0027784
 108   96   16   0.00180919
 108   96   32   0.00174804
 108   96   48   0.00220526
 108   96   64   0.0025702
 108   96   80   0.00251496
 108   96   96   0.00258197
 108   96  112   0.00274047
 108   96  128   0.00279103
 108  112    0   0.00277911
 108  112   16   0.00181677
 108  112   32   0.00173988 recorded
 108  112   48   0.00220522
 108  112   64   0.0025646
 108  112   80   0.00250866
 108  112   96   0.00258504
 108  112  112   0.00274093
 108  112  128   0.00278568
 108  128    0   0.0027758
 108  128   16   0.00175042
 108  128   32   0.00170321 recorded
 108  128   48   0.00216765
 108  128   64   0.0025301
 108  128   80   0.00248098
 108  128   96   0.002554
 108  128  112   0.00271611
 108  128  128   0.00277332
 112   16    0   0.0028214
 112   16   16   0.00207449
 112   16   32   0.00191385
 112   16   48   0.00234727
 112   16   64   0.00267626
 112   16   80   0.00263645
 112   16   96   0.00269955
 112   16  112   0.00285201
 112   16  128   0.00286024
 112   32    0   0.00279382
 112   32   16   0.00189292
 112   32   32   0.00181531
 112   32   48   0.00226544
 112   32   64   0.00260964
 112   32   80   0.00255706
 112   32   96   0.00262316
 112   32  112   0.00277632
 112   32  128   0.00281561
 112   48    0   0.00278736
 112   48   16   0.0018464
 112   48   32   0.00178031
 112   48   48   0.00223101
 112   48   64   0.00259781
 112   48   80   0.0025311
 112   48   96   0.00260299
 112   48  112   0.0027588
 112   48  128   0.00279817
 112   64    0   0.0027844
 112   64   16   0.00182402
 112   64   32   0.00174538
 112   64   48   0.00220684
 112   64   64   0.00256431
 112   64   80   0.0025101
 112   64   96   0.00257725
 112   64  112   0.00273911
 112   64  128   0.00278657
 112   80    0   0.00277976
 112   80   16   0.0018126
 112   80   32   0.00174148 recorded
 112   80   48   0.0022064
 112   80   64   0.00256725
 112   80   80   0.00250593
 112   80   96   0.00258066
 112   80  112   0.00273953
 112   80  128   0.00288236
 112   96    0   0.00278288
 112   96   16   0.00181156
 112   96   32   0.00174942
 112   96   48   0.00220543
 112   96   64   0.00256512
 112   96   80   0.00251437
 112   96   96   0.00258108
 112   96  112   0.00274201
 112   96  128   0.00279097
 112  112    0   0.00277778
 112  112   16   0.0018186
 112  112   32   0.00174025 recorded
 112  112   48   0.00220672
 112  112   64   0.00255623
 112  112   80   0.00250898
 112  112   96   0.00258618
 112  112  112   0.00273957
 112  112  128   0.00278599
 112  128    0   0.00277488
 112  128   16   0.00175054
 112  128   32   0.00170302 recorded
 112  128   48   0.00216843
 112  128   64   0.00253118
 112  128   80   0.00248241
 112  128   96   0.00255264
 112  128  112   0.00271695
 112  128  128   0.00277322
 116   16    0   0.00282207
 116   16   16   0.00208274
 116   16   32   0.00192179
 116   16   48   0.00235415
 116   16   64   0.00271239
 116   16   80   0.00264016
 116   16   96   0.00270437
 116   16  112   0.00285294
 116   16  128   0.00286359
 116   32    0   0.00279351
 116   32   16   0.00189798
 116   32   32   0.00181862
 116   32   48   0.00226707
 116   32   64   0.00261006
 116   32   80   0.00255887
 116   32   96   0.00262897
 116   32  112   0.00277384
 116   32  128   0.0028163
 116   48    0   0.0027863
 116   48   16   0.00185048
 116   48   32   0.00178354
